id;topicID;contentid;videolink;videoupload;showvideo;name;description;first;second
bb1276a1;;c64faf58;https://www.youtube.com/watch?v=Nk4MPaEeSBE;;;V.94_Sergei Prokofiev | Winter Bonfire (1951);;Yes;
065299b0;;354d6ad3;https://www.youtube.com/watch?v=23sl0uo9so0;;;V.75_Jerry Lee Lewis | “Great Balls of Fire” (1957);;Yes;
da9e0528;;f48d680d;https://www.youtube.com/watch?v=rAtlK_kz_zs;;;V.62_Johnny Cash | “Ring of Fire” (1963);;Yes;
f32ef052;;70901184;https://www.youtube.com/watch?v=8a-HfNE3EIo;;;V.68_Vangelis | “Chariots Of Fire” (1981);;Yes;
8382a841;;165806d4;https://www.youtube.com/watch?v=eFTLKWw542g;;;V.54_Billy Joel | “We Didn’t Start The Fire” (1989);;Yes;
b674498f;;70bd57a2;https://www.youtube.com/shorts/1zRGTxltZag;;;V.94_Bibliotheca Alexandrina;;Yes;
d7b0813a;;c2ad1f10;https://www.youtube.com/shorts/udWuLtN4WPc;;;V.32_White House;;Yes;
8a65ac36;;bf204b29;https://youtu.be/-u23sDd0_yo;;;V.91_Notre Dame;;Yes;
e52dd606;;06512a86;https://www.youtube.com/shorts/CcBJLiqpTns;;;V.19_Basilica of Saint Paul;;Yes;
e94a2e94;;88b8ca4b;https://www.youtube.com/shorts/2euJNsLlDDU;;;V.15_Babylon;;Yes;
b6e909eb;;2b0a7f4c;https://youtu.be/qVxjv1IoGNA;;;V.47_Shuri Castle;;Yes;
1a947ce5;;0503e8e8;https://youtu.be/ceRbZ1bSZh0;;;V.21_Yellow Crane Tower;;Yes;
d983dc01;;93d5d00c;https://www.youtube.com/shorts/ylAT-J0Zg7s;;;V.2_Stonehenge;;Yes;
2cef56a2;;124b0502;https://www.youtube.com/shorts/oGx8Ow-TaDM;;;V.5_Shakespeare's Globe;;Yes;
07d181d4;;8122900b;https://www.youtube.com/shorts/39GgTjWo3ao;;;V.60_Richard the Lionheart;;Yes;
7151286c;;8122900b;https://youtu.be/c46t83CD6lo;;;V.72_Richard the Lionheart;;;Yes
f2962864;;b4e0e936;https://www.youtube.com/shorts/jfBfY08qkVw;;;V.49_Charles II;;Yes;
0ccfb539;;b4e0e936;https://www.youtube.com/shorts/LlN-P58Ps4w;;;V.30_Charles II;;;Yes
a32fa5db;;f4a70694;https://www.youtube.com/shorts/ZosPpmllMxA;;;V.43_Fireside Chat;;Yes;
85d917f1;;f4a70694;https://youtu.be/osYAEggOtI8;;;V.20_Fireside Chat;;;Yes
98ee99e7;;d7afa77a;https://www.youtube.com/shorts/9ujJaXE5arI;;;V.64_Churchill's wartime broadcasts;;Yes;
4654b3ae;;61a13aab;https://www.youtube.com/shorts/9z99KbQprAU;;;V.92_Apollo 11;;Yes;
926ec711;;61a13aab;https://www.youtube.com/shorts/rqavPbrashQ;;;V.29_Apollo 11;;;Yes
1798b6ef;;19bf86ce;https://www.youtube.com/watch?v=AYP8-oxq8ig;;;V.82_Kennedy vs. Nixon;;;No
c82e1c3d;;19bf86ce;https://www.youtube.com/shorts/njUUohBILJU;;;V.21_Kennedy vs. Nixon;;No;Yes
11ca5d7d;;19bf86ce;https://www.youtube.com/shorts/FiyEogEKRo0;;;V.78_Kennedy vs. Nixon;;Yes;
c5b6d355;;0d18075e;https://youtu.be/qYscemhnf88;;;V.28_“Miracle on Ice”;;;Yes
92090f0b;;0d18075e;https://www.youtube.com/shorts/zYCXJDxHI9w;;;V.53_“Miracle on Ice”;;Yes;
9ea0fffb;;5311e6fb;https://www.youtube.com/shorts/S17RCpnn9Qw;;;V.65_Neujahrskonzert;;Yes;
21a28832;;4e9c0af5;https://youtu.be/uVUq6oF84pg;;;V.85_Eurovision;;Yes;
7eac24b2;;6b949391;;;;V.99_Albert Einstein;;Yes;
52be7013;;67315f68;https://www.youtube.com/shorts/Bsz_E_8nObk;;;V.79_Leon Trotsky;;Yes;
6d3b548b;;67315f68;https://www.youtube.com/shorts/-urxI5ZqkHo;;;V.90_Leon Trotsky;;;Yes
0554528b;;8a01b8be;https://youtu.be/66O_EBbFOPs;;;V.89_Jimmy Carter;;Yes;
678265f5;;908189c9;https://www.youtube.com/shorts/ZSNm0GlLf4E;;;V.31_Friedrich Engels;;Yes;
bb6583b8;;908189c9;https://www.youtube.com/shorts/bSr-nH_Hj2I;;;V.37_Friedrich Engels;;;Yes
2bd9ef73;;a833d2bd;https://www.youtube.com/shorts/tO0dzey7bTU;;;V.53_Dante;;Yes;
3383b472;;26cb8602;https://www.youtube.com/shorts/zcpP7BoO3Lo;;;V.24_Confucius;;Yes;
14474f3c;;26cb8602;https://www.youtube.com/shorts/gmhoNRHGOAI;;;V.15_Confucius;;;Yes
4d59e1f3;;59b240fc;https://youtu.be/ChQBHSL8vVg;;;V.80_Malala Yousafzai;;Yes;
13590c3b;;46eecf4a;https://youtu.be/EG7UpqODne8;;;V.51_Sun Mu;;Yes;
e06dce90;;52fd71e7;https://youtu.be/74tSGPtMRfM;;;V.46_Belarus Free Theatre;;Yes;
15cd8759;;e7bc6404;https://www.youtube.com/shorts/rSaWDbFbZD0;;;V.88_An-My Le;;Yes;
7b95f53b;;0e927aa0;https://www.youtube.com/watch?v=7NJqUN9TClM;;;V.31_Song If I Die Young;;Yes;
41bd707f;;4e4cb964;https://www.youtube.com/shorts/dTzkNSipyLo;;;V.99_The woman who made Van Gogh Famous again;;Yes;
73c3872f;;6699b4c9;https://www.youtube.com/watch?v=QmSJGhPTB5E;;;V.85_Gregor Mendel;;Yes;
843352ec;;e922e0f2;https://www.youtube.com/shorts/EuETLQZCa9Y;;;V.93_Alfred Wegener;;Yes;
245cb21f;;69d3fbc5;https://www.youtube.com/shorts/VjdeuEmjlXs;;;V.5_Franz Kafka;;No;Yes
686d8db1;;69d3fbc5;https://www.youtube.com/shorts/57aXC4CjzRw;;;V.85_Franz Kafka;;Yes;
7a71ac61;;4a8d48dd;https://www.youtube.com/shorts/_Cc50Gx7o80;;;V.9_Anne Frank;;Yes;
b0434907;;4a8d48dd;https://www.youtube.com/shorts/kadeNL-UA5Q;;;V.77_Anne Frank;;;Yes
d2f822df;;f84fbb6c;https://www.youtube.com/shorts/nwgUh6CxuWI;;;V.82_Vivian Maier;;Yes;
4c6e3589;;e346f782;https://www.youtube.com/shorts/WXB8xsN2ndU;;;V.37_Otis Redding;;Yes;
db1223a8;;7b4cbef9;https://www.youtube.com/shorts/PUL9uYwH0Jc;;;V.94_Jim Croce;;Yes;
d12b8867;;ec086f25;https://www.youtube.com/shorts/Bl5zYrv9S-E;;;V.13_Nick Drake;;Yes;
b4e98f40;;ec086f25;https://www.youtube.com/shorts/qFbH9j7RkZo;;;V.3_Nick Drake;;;Yes
fd6adca3;;0a65bd62;https://www.youtube.com/shorts/Y8HDIicYnMQ;;;V.93_Valhalla;;Yes;
42a7cff2;;3c959679;https://www.youtube.com/shorts/n8evpfpWBWw;;;V.92_Tartarus;;Yes;
9e77db40;;2144c8ca;https://www.youtube.com/shorts/ZT2v3B56nA8;;;V.3_Diyu;;Yes;
630f9800;;6c9025d8;https://www.youtube.com/shorts/DPxwPxAWRrU;;;V.39_Nirvana;;Yes;
6041abc1;;9b47d098;https://www.youtube.com/shorts/Xv5GifsxbNs;;;V.41_Samsara;;Yes;
6eeb541c;;9b47d098;https://www.youtube.com/shorts/HDBZy8llyR0;;;V.30_Samsara;;;Yes
94127ddc;;6f0c784a;https://www.youtube.com/shorts/hs6JD0kV8-g;;;V.25_Volcanoes eruption;;Yes;
a3957758;;6f0c784a;https://www.youtube.com/watch?v=lAmqsMQG3RM;;;V.1_Volcanoes eruption;;;Yes
6d2c5c07;;1b0fcf3c;https://youtu.be/YIZ4aSKT3mo;;;V.66_Mount Vesuvius;;Yes;
6081838e;;9f2e9888;https://www.youtube.com/shorts/1jSseQFO5i8;;;V.3_Huaynaputina;;Yes;
292542c6;;9f17b2ce;https://youtu.be/Cvjwt9nnwXY;;;V.45_Unzendake;;Yes;
459e94cb;;9f17b2ce;https://www.youtube.com/shorts/6EKX25Zlc_g;;;V.65_Unzendake;;;Yes
44c2ac15;;8c4946e0;https://www.youtube.com/shorts/jDnZRGXDkxM;;;V.68_Tambora;;Yes;
42401773;;8c4946e0;https://www.youtube.com/shorts/jLQWEcGMpF0;;;V.15_Tambora;;;Yes
829967fb;;91fef9fb;https://youtu.be/v2pPRiUUnOg;;;V.49_Krakatoa;;No;
e519378e;;91fef9fb;https://www.youtube.com/shorts/uapBbh3-pEQ;;;V.5_Krakatoa;;;Yes
31d48c82;;91fef9fb;https://www.youtube.com/shorts/A6ooLRyMRJ0;;;V.80_Krakatoa;;Yes;
610d3be1;;a3b999de;https://www.youtube.com/shorts/magaPwqaWUs;;;V.31_Lake Nyos;;Yes;
b773d5bb;;a3b999de;https://youtu.be/EnALmOT0CPk;;;V.8_Lake Nyos;;;Yes
8712180b;;c54ce28a;https://www.youtube.com/shorts/1CW0O80Jr-k;;;V.73_Mount St. Helens;;Yes;
e05a0928;;877f0c2f;https://www.youtube.com/shorts/9FTo8pOVV2s;;;V.39_Eyjafjallajökull;;Yes;
b5638005;;877f0c2f;https://www.youtube.com/shorts/UXAFVhl6-6g;;;V.23_Eyjafjallajökull;;;Yes
d1253721;;bdac9c70;https://www.youtube.com/shorts/ii5PJZpB-gI;;;V.29_Hunga Tonga;;Yes;
068ddbec;;bdac9c70;https://www.youtube.com/shorts/IZkAqZXQt5Y;;;V.63_Hunga Tonga;;;Yes
cd5537cc;;25005137;https://www.youtube.com/shorts/_TdWyQ1b5Ts;;;V.91_Yellowstone;;Yes;
8f93a9cb;;25005137;https://www.youtube.com/shorts/lyNmC3dW94o;;;V.38_Yellowstone;;;Yes
34576cd9;;51c2be35;https://www.youtube.com/shorts/oG3lJEznfCA;;;V.54_Punic Wars;;Yes;
e88df8c3;;2b9f4378;https://www.youtube.com/shorts/wKt2XtWtGEg;;;V.65_Hundred Years War;;Yes;
5095744b;;2b9f4378;https://www.youtube.com/shorts/uD7ofnVhJ_w;;;V.46_Hundred Years War;;;Yes
94d1f7d1;;9007b9b4;https://www.youtube.com/shorts/BoJCHy8B_mY;;;V.65_Wars of the Roses;;Yes;
9d82bd1b;;9007b9b4;https://www.youtube.com/shorts/jUJHwAIGJL4;;;V.88_Wars of the Roses;;;Yes
e53afcc2;;1ce214c5;https://www.youtube.com/shorts/pQNHwIC-xrw;;;V.43_Mongol Invasions;;Yes;
724e6d2a;;1ce214c5;https://www.youtube.com/shorts/fHzMxwTnw54;;;V.20_Mongol Invasions;;;Yes
68f17ef1;;96dae815;https://www.youtube.com/shorts/0SJicVFZwnk;;;V.57_Reconquista (Spain);;Yes;
ce2ee074;;96dae815;https://www.youtube.com/shorts/6QcYKxjddpg;;;V.22_Reconquista (Spain);;;Yes
66d49cd9;;41c8125f;https://www.youtube.com/shorts/-fqfk1Pn-QE;;;V.16_335 Years War;;Yes;
6c5a453f;;41c8125f;https://youtu.be/z-8j_xCsRcs;;;V.71_335 Years War;;;Yes
3f2da853;;6be5b3d9;https://www.youtube.com/watch?v=5tN6eynMMNw;;;V.90_Internal combustion engine;;Yes;
0e2c86b7;;70777e0a;https://www.youtube.com/shorts/O7qg5wHVIpk;;;V.92_Heat engine;;Yes;
f23e4ed7;;e1675007;https://www.youtube.com/shorts/DuzkdozIk3U;;;V.15_Gas turbine engine;;Yes;
8d07879e;;442cb206;https://www.youtube.com/shorts/mgoziiz3xrY;;;V.42_Wankel rotary engine;;Yes;
18ae940b;;442cb206;https://www.youtube.com/shorts/7ZPiIh2Iy2Q;;;V.67_Wankel rotary engine;;;Yes
e7e8b3da;;0344c1bd;https://www.youtube.com/shorts/kKXfyFyWQtA;;;V.72_Otto engine;;Yes;
1fab4f86;;0c321ba5;https://www.youtube.com/shorts/9kxoOHqwvMA;;;V.98_Rotary engines;;Yes;
a2507e0b;;e2056c95;https://www.youtube.com/watch?v=T3L-kFco2Qw;;;V.95_Continuous combustion engines;;Yes;
478131fa;;e2056c95;https://youtu.be/L24Wf0VlTE0;;;V.94_Continuous combustion engines;;;Yes
697c25d3;;32c8d79d;https://www.youtube.com/shorts/NevZrbwOeSo;;;V.22_Diesel;;Yes;
de0315aa;;6a8cf354;https://youtu.be/CBKKoq_HxYA;;;V.40_biodiesel;;Yes;
be10c4a0;;de6168f9;https://youtu.be/RclaV_3_eOA;;;V.73_JF Kennedy talking about peace;;Yes;
632d9a95;;62e5dc26;https://www.youtube.com/shorts/MnGS3ABbcwA;;;V.20_The White Man and the Red | Red Jacket (1906);;Yes;
a27ff600;;dabd3c66;https://youtu.be/oyX2kXeFUlo;;;V.89_Appeal to the League of Nations | Haile Selassie (1936);;Yes;
2e18207c;;fa32de56;https://www.youtube.com/shorts/1RC69Mkm1F8;;;V.91_A Tryst with Destiny | Jawaharlal Nehru (1947);;Yes;
ffc24991;;52580309;https://www.youtube.com/shorts/MNbwJRbNXZs;;;V.77_cryogenics;;Yes;
85d8a2f6;;cc014836;https://www.youtube.com/shorts/2r4bvGfDSnE;;;V.99_Biomechatronics;;Yes;
100347b1;;cc014836;https://www.youtube.com/shorts/vW3M_mmN23o;;;V.43_Biomechatronics;;;Yes
fac5c612;;312d2c44;https://www.youtube.com/shorts/V67_pcZy9Xc;;;V.21_Regenerative medicine;;Yes;
59ce1006;;312d2c44;https://www.youtube.com/shorts/7D9gdmxi_QE;;;V.12_Regenerative medicine;;;Yes
b052a332;;e6307195;https://www.youtube.com/shorts/oZraXC6nkxc;;;V.72_Genetic enhancement;;Yes;
b9199239;;e6307195;https://www.youtube.com/shorts/4Mg-gBrjJK0;;;V.79_Genetic enhancement;;;Yes
c6f59c30;;08df1223;https://www.youtube.com/shorts/R1aP5OchZn0;;;V.96_Senolytics;;Yes;
9bd1dc72;;aad18290;https://www.youtube.com/shorts/rFYHtw0hrqM;;;V.38_Stem cell therapy;;Yes;
556057f4;;aad18290;https://www.youtube.com/shorts/UFArVBepM1I;;;V.15_Stem cell therapy;;;Yes
ee15f12b;;f93ed89e;https://www.youtube.com/shorts/DIx1BNZG47A;;;V.12_Reproductive cloning;;Yes;
93bc8d95;;2c148809;https://www.youtube.com/shorts/y03ANUE_6NI;;;V.46_Digital cloning;;Yes;
1f65c9c4;;2c148809;https://www.youtube.com/shorts/4Ur_wGzGiEg;;;V.59_Digital cloning;;;Yes
c00c4cf1;;b1c7db7d;https://www.youtube.com/watch?v=c6HmrgbVpI0;;;V.78_Claude Debussy | “Feux d'artifice” (1913);;Yes;
8e5e6995;;d64c643e;https://www.youtube.com/shorts/WAH2GQA-oYA;;;V.84_Old music is killing new music?;;Yes;
8fe08dd2;;784e09ef;https://www.youtube.com/shorts/dblSTDvfbQQ;;;V.96_Tensei Stories;;No;
cad13516;;784e09ef;https://www.youtube.com/shorts/brbi58FEDm0;;;V.75_Tensei Stories;;Yes;
b700c767;;784e09ef;https://www.youtube.com/shorts/OfeUqGMhD0s;;;V.86_Tensei Stories;;;Yes
9aedb46d;;d763fa9e;https://www.youtube.com/shorts/UUROdUwt81o;;;V.76_Today effort to live forever;;Yes;
deaedbc3;;d763fa9e;https://www.youtube.com/shorts/X2GoHaUyslA;;;V.97_Today effort to live forever;;;Yes
db215576;;6a92d453;https://www.youtube.com/shorts/qu6YIyRWvqE;;;V.64_History of trying to live forever;;Yes;
de68cf4e;;664557cf;https://www.youtube.com/shorts/_hvE7WjTOHg;;;V.4_Initiative to live forever by billionaires;;Yes;
a2446ea6;;a5512698;https://www.youtube.com/shorts/Ile6kHgPtX4;;;V.97_Making progress on the longer life;;Yes;
ac3f7dc4;;206cef34;https://www.youtube.com/shorts/nq_f-JtGD9I;;;V.97_The return of a king motiv;;Yes;
09a17794;;c669169f;https://youtu.be/OAMSu1T47DU;;;V.81_Prince Caspian;;Yes;
56364286;;1cc7c103;https://youtu.be/jWe_Sv6Dls4;;;V.74_Juan Carlos;;Yes;
0f031e3e;;f2c86065;https://youtu.be/pGNEsU7WDog;;;V.35_Henry VII;;;Yes
b9e67df3;;f2c86065;https://www.youtube.com/shorts/nh2chjSZ9tc;;;V.91_Henry VII;;Yes;
9b4bb09d;;cadb507a;https://www.youtube.com/shorts/GI0RBfC0Qaw;;;V.83_Louis XVIII;;Yes;
e317f347;;cadb507a;https://www.youtube.com/shorts/OY8m7Qj-VpA;;;V.5_Louis XVIII;;;Yes
c016d1a4;;1f80f18a;https://youtu.be/p7XRPGzL6kk;;;V.32_Jesus;;Yes;
a2162fd5;;de5ee0aa;https://www.youtube.com/shorts/gCKq3ZUo8eQ;;;V.57_Kimba the White Lion;;Yes;
154d901e;;9f063f13;https://www.youtube.com/shorts/pU8Rb0Mc5zg;;;V.90_What is death;;Yes;
9f37ea29;;deb3e4b4;https://www.youtube.com/shorts/Bnn9fvOSvpY;;;V.57_Life after death;;Yes;
9c96574f;;ef4b1045;https://www.youtube.com/shorts/BMkthmq6vBU;;;V.81_Resuscitation VS resurrection;;Yes;
1e3bfdbe;;ef4b1045;https://www.youtube.com/shorts/C5mxGkWSYWs;;;V.71_Resuscitation VS resurrection;;;Yes
7820ef6b;;12d63248;https://www.youtube.com/shorts/OrLNX_-cMQs;;;V.22_Can we prolong the life of the sun;;Yes;
ea630abe;;12d63248;https://www.youtube.com/shorts/djlZVCiJh1o;;;V.68_Can we prolong the life of the sun;;;Yes
04c62530;;f91e80f3;https://www.youtube.com/watch?v=DzQJXbtKdi4;;;V.29_Tommy Dorsey | “Imagination” (1940);;Yes;
b4d9b916;;f16e841a;https://www.youtube.com/watch?v=L4pjGCQ3RIc;;;V.73_Gene Wilder | “Pure Imagination” (1971);;No;
e27580e6;;8c4c89d8;https://www.youtube.com/watch?v=YkgkThdzX-8;;;V.6_John Lennon | “Imagine” (1971);;Yes;
85a7070e;;3cc590fb;https://www.youtube.com/watch?v=dpjz5uRCXTg;;;V.81_Evanescence | “Imaginary” (2000);;No;Yes
261a0b5f;;2795a6e8;https://www.youtube.com/watch?v=apMwmeYq2NM;;;V.49_Cast of Mary Poppins Returns | “Can You Imagine That?” (2018);;No;
71c62432;;a0ea6edf;https://youtu.be/fzQ6gRAEoy0;;;V.64_Shelter: living alone in a simulation;;Yes;
979e8c93;;6f069fc4;https://www.youtube.com/watch?v=6wdSlIyhv1I;;;V.66_Ragtime | “Wheels of a Dream” (1998) vs. “Wheels of a Dream” (2009);;Yes;
6f5be62f;;6f069fc4;https://www.youtube.com/watch?v=iRRNaAfe3p4;;;V.64_Ragtime | “Wheels of a Dream” (1998) vs. “Wheels of a Dream” (2009);;;Yes
046399d7;;f3b5cd67;https://www.youtube.com/watch?v=1IUZgGe5hv0;;;V.85_Martin Guerre | “I Will Make You Proud” (1994) vs. “Justice Will Be Done” (1999);;Yes;
be9baac8;;f3b5cd67;https://www.youtube.com/watch?v=FejObuas5Hs;;;V.96_Martin Guerre | “I Will Make You Proud” (1994) vs. “Justice Will Be Done” (1999);;;Yes
7c2a5e96;;b17a387c;https://www.youtube.com/watch?v=RxUmbraYDcE;;;V.88_Mulan | “Reflection” vs “Written in Stone” (1998);;Yes;
bae76745;;b17a387c;https://www.youtube.com/watch?v=8XIgvjzFGTk;;;V.35_Mulan | “Reflection” vs “Written in Stone” (1998);;;Yes
6f9ab667;;40cceb1c;https://www.youtube.com/watch?v=Jne9t8sHpUc;;;V.69_Alanis Morissette | “Ironic” (1995) vs “Ironic” (2015);;Yes;
659eda0d;;40cceb1c;https://www.youtube.com/watch?v=6GVJpOmaDyU;;;V.27_Alanis Morissette | “Ironic” (1995) vs “Ironic” (2015);;;Yes
0fc8f3df;;7ccc15c2;https://www.youtube.com/watch?v=bRc4vrap5Ec;;;"V.67_K.D. Lang | “Surrender” (1997) vs. Sheryl Crow | ""Tomorrow Never Dies"" (1997)";;Yes;
bf325fc5;;7ccc15c2;https://www.youtube.com/watch?v=2BxTwJtpGYA;;;"V.56_K.D. Lang | “Surrender” (1997) vs. Sheryl Crow | ""Tomorrow Never Dies"" (1997)";;;Yes
e4d7b218;;4f4a36b6;https://www.youtube.com/watch?v=eFTLKWw542g;;;V.22_Billy Joel | “We Didn’t Start The Fire” (1989) vs Fall Out Boy | “We Didn’t Start the Fire” (2023);;Yes;
b7a3c5f9;;4f4a36b6;https://www.youtube.com/watch?v=2LkVKCWL0U4;;;V.23_Billy Joel | “We Didn’t Start The Fire” (1989) vs Fall Out Boy | “We Didn’t Start the Fire” (2023);;;Yes
c09cd387;;e44e6d49;https://www.youtube.com/watch?v=-UKuQkhdpvs;;;V.35_Future riff?;;Yes;
8c9752be;;df6da2ce;https://www.youtube.com/watch?v=NmCCQxVBfyM;;;V.100_Tetris soundtrack;;Yes;
de45def3;;41cf272c;https://youtu.be/NT7khMO9lKM;;;V.42_Future of video game music;;Yes;
e57f0cac;;41cf272c;https://youtu.be/3GRKJ87S5cI;;;V.13_Future of video game music;;;Yes
55451899;;51e151b2;https://youtu.be/YA3gYeg_wiw;;;V.10_New Phase of video game music;;;Yes
6c8774b2;;51e151b2;https://youtu.be/EEHo3g_FXso;;;V.26_New Phase of video game music;;Yes;
a0816391;;1ada8501;https://youtu.be/LJxbkhFPgb8;;;V.9_Origin of video game music;;Yes;
07b2e663;;1ada8501;https://youtu.be/El48-GFb_a4;;;V.42_Origin of video game music;;;Yes
3d085c45;;8959c456;https://www.youtube.com/watch?v=JUkOosHeXag;;;V.21_Grace Jones | “Nightclubbing” (1981);;Yes;
502f5e4d;;ac736ee7;https://www.youtube.com/watch?v=4DoEfJROnIo;;;V.19_Flying Lotus | “Galaxy In Janaki” (2010);;Yes;
a62cb55a;;8347c46e;https://www.youtube.com/watch?v=vHzx6gEXcCY;;;V.66_Kendrick Lamar | “Black Panther” (2018);;Yes;
62d9149f;;65253dd5;https://youtu.be/dokLwszdUgY;;;V.89_Sun Ra | “Space is the Place” (1973);;Yes;
55942f63;;865ae07f;https://www.youtube.com/watch?v=1WCOjiKI8vU;;;V.32_Gojira | “Global Warming” (2005);;Yes;
d257bf48;;4189711d;https://youtu.be/l14YwxJqnAc;;;V.97_Common | “Imagine” (2021);;Yes;Yes
358d84b4;;c3e10302;https://youtu.be/mzVkzahcepY;;;V.100_Free Lives | Terra Nil (2023);;Yes;
eb0b2349;;2b23dcad;https://www.youtube.com/watch?v=CwdAvtKFDbA;;;V.18_Utopian Art Machine | “SolarPunk Anthem” (2024);;;
918139f2;;99886344;https://www.youtube.com/watch?v=AB-oJLq5rWo;;;V.35_Sons of the Pioneers | “Old Man Atom” (1945);;Yes;
e8c2cdf3;;e343fb45;https://www.youtube.com/watch?v=DM1yYkShc7w;;;V.69_The Golden Gate Quartet | “Atom and Evil” (1946);;Yes;
a44fc2f3;;b657b459;https://www.youtube.com/watch?v=KXSUEU7ISfQ;;;V.17_Five Stars | “Atom Bomb Baby” (1957);;Yes;
21ec1909;;c58e2dbd;https://www.youtube.com/watch?v=yrbv40ENU_o;;;V.25_Tom Lehrer | “So Long, Mom (A Song For World War III)” (1965);;Yes;
ae27a692;;eb606c22;https://www.youtube.com/shorts/QQXqhAFfc90;;;V.50_How car start;;Yes;
4f298fa9;;912564a4;https://www.youtube.com/shorts/mbaTZcb1OyU;;;V.72_Effect of taylor swift rework on record labels;;Yes;
e075ad4d;;912564a4;https://www.youtube.com/shorts/hhjtUOpaRMY;;;V.17_Effect of taylor swift rework on record labels;;;Yes
8cdb8326;;771dab83;https://www.youtube.com/shorts/QXeZ_tiJEZY;;;V.88_Porter Robinson allow clone of his voice;;No;Yes
5280a019;;771dab83;https://youtu.be/SqTq1P6y70Q;;;V.96_Porter Robinson allow clone of his voice;;Yes;
07e995a3;;f3d859b3;https://www.youtube.com/shorts/SO7-paF1OSQ;;;V.52_What are use of digital clone Part 1;;Yes;
a37c5d71;;60f3bb6c;https://www.youtube.com/shorts/vj4NQY8xpmI;;;V.86_What are use of digital clone Part 2;;Yes;
5b196b5a;;1346fe7d;https://www.youtube.com/shorts/S6n1lcNEmdg;;;V.21_Finish Bethoven 10th Symphony;;Yes;
1f7ca3fa;;a5ea01ee;https://www.youtube.com/shorts/FXdYS7AAERI;;;V.67_Comparison between AI and human work;;Yes;
5f94a194;;eb26b11c;https://www.youtube.com/shorts/LllUPqRWHlg;;;V.23_Emily Dickinson;;Yes;
4a52a9e3;;78c81cae;https://www.youtube.com/shorts/yp_CAw_7axQ;;;V.100_What is Pareidolia?;;Yes;
9dad6c14;;78c81cae;https://www.youtube.com/shorts/JzibO7C6Pjw;;;V.62_What is Pareidolia?;;;No
a247e01a;;b1482ba5;https://www.youtube.com/shorts/u9Qvraz-2vY;;;V.4_A Brief History of Salons;;Yes;
f0afabff;;b1482ba5;https://www.youtube.com/shorts/kq4NFncp-Mw;;;V.64_A Brief History of Salons;;;Yes
87846648;;0b14eb6e;https://www.youtube.com/shorts/moqhcopiW6U;;;V.98_Memory;;Yes;
936971f9;;b6fc5201;https://www.youtube.com/shorts/brWWIGyWmpw;;;V.55_Mental imagery;;Yes;
7c17e91d;;a0548692;https://www.youtube.com/shorts/nNvBnOWLvAo;;;V.68_Perception;;Yes;
3dcdb9f9;;a0548692;https://www.youtube.com/watch?v=DOmrm0Hy-2Y;;;V.46_Perception;;;Yes
9651b9c2;;e9c1d28f;https://www.youtube.com/shorts/B4bMKoYcW0M;;;V.58_World view;;Yes;
04abc37e;;bad7aa17;https://youtu.be/kJ6lkj8sT50;;;V.33_Neocortex;;Yes;
8316a8ee;;e0955043;https://youtu.be/IF8_82e9RmQ;;;V.12_Thalamus;;Yes;
e831290d;;7a844c21;https://youtu.be/i47_jiCsBMs;;;V.74_Frontal cortex;;Yes;
57a8680e;;464952dc;https://www.youtube.com/shorts/x2EACFHLFsc;;;V.58_REM sleep;;Yes;
88da3ec3;;20dd88d2;https://www.youtube.com/shorts/G_KtzS5D2Lg;;;V.13_Drugs that stimulate the imagination;;Yes;
87a1c9f9;;20dd88d2;https://www.youtube.com/watch?v=I2nsavS84zk;;;V.50_Drugs that stimulate the imagination;;;Yes
cf061dcf;;368e56f6;https://www.youtube.com/watch?v=W11ergeD09o;;;V.42_Effects of drugs that stimulate the imagination;;Yes;
d54390a0;;a215f84f;https://www.youtube.com/shorts/zhkf5PuLt8o;;;V.30_Active imagination;;;
64f9067c;;01307b1f;https://www.youtube.com/shorts/gnnJshnJJUI;;;V.23_Hypnagogia;;No;Yes
e5711e8b;;01307b1f;https://youtu.be/FdzUqxkYWCw;;;V.56_Hypnagogia;;Yes;No
2765bbf9;;008696ad;https://www.youtube.com/shorts/nC_48obrQN8;;;V.45_Mind wandering;;Yes;
9333c2e6;;008696ad;https://www.youtube.com/shorts/oMI-EK-zUVw;;;V.13_Mind wandering;;;Yes
2153d9a2;;bac6c137;https://www.youtube.com/shorts/X3pB9atlm98;;;V.33_Hypnosis;;Yes;No
f28130b9;;bac6c137;https://www.youtube.com/watch?v=Q1bBOyvzJ0Y;;;V.38_Hypnosis;;No;Yes
da221e62;;7491dda5;https://www.youtube.com/watch?v=o-kMJBWk9E0;;;V.54_Meditation;;Yes;
20b9179d;;9c9fd9f6;https://www.youtube.com/shorts/zDSFEHGCqYo;;;V.13_Nature experiences;;Yes;
c225db93;;947016c1;https://www.youtube.com/shorts/rC3NJjoLAlw;;;V.34_Novel experiences;;Yes;
cb79bb83;;576dece9;https://www.youtube.com/watch?v=DiaPzrUbu2Q;;;V.7_Psychological distance;;Yes;
3a4c2cb2;;45710898;https://youtu.be/PhkPCQ7fFR8;;;V.68_Social Imagineering;;No;Yes
e1da3bc6;;966beb0b;https://www.youtube.com/watch?v=RgJd1zV9NMQ;;;V.92_Osu;;Yes;
c75416e5;;966beb0b;https://www.youtube.com/watch?v=CpPUN9h42qg;;;V.57_Osu;;;Yes
